SegmentId,StartTime,EndTime,Transcript,Topic
,,,  So you need to be able to slow your pace down,
,,,  and use pause effectively .,
WufMj1xHX3014,3.06,3.14,  And there 's a really simple way,No
,,,  that you can use pause effectively .,
,,,  I want you to get your speech out,
,,,  and identify what are some key area,
,,,  on the speech that you think,
,,,  pausing and slowing down is gon na be important,
WufMj1xHX3015,3.17,3.32,  a a reminder for you .,No
,,,  So note what I did there wa a pause of course .,
,,,  But one of the thing that you can do,
,,,  to work at how long you should pause for,
,,,  is to count for three second,
,,,  because often it 's gon na it 's gon na feel like,
WufMj1xHX3016,3.35,3.48,  you 're pausing for such a long period of time,No
,,,  but the reality is for the rest of the audience,
,,,  in the room gon na go like that .,
,,,  So to help you pause for long enough,
,,,  when you pause I want you to count in your head,
,,,  one two three .,
WufMj1xHX3017,3.51,3.59,  Three second and then continue going on .,Structure
,,,  So really simple .,
,,,  You 've got ta get your pacing right,
,,,  when you deliver,
,,,  and one of the thing that you can do,
,,,  is mark out in your speech when you 're gon na pause,
WufMj1xHX3018,4.02,4.11,  and then what you 're going to do,No
,,,  is you 're going to identify,
,,,  that you 're gon na pause for three second,
,,,  and count to three .,
,,,  So unless you 've got an incredible memory,
,,,  you 're not gon na be delivering your speech,
WufMj1xHX3019,4.13,4.24,  without some form of note .,No
,,,  Now using note is okay .,
,,,  You can deliver fantastic speech with note .,
,,,  But often what happens in a lot of speech at school,
,,,  is that,
,,,  you know the note become a crutch,
WufMj1xHX3020,4.27,4.39,  and so what end up happening is that,Structure
,,,  you know a student you walk out onto the stage,
,,,  and then what will end up happening is you read the note .,
,,,  So this is what need to happen,
,,,  and then what also need to happen is this,
,,,  and then I 'm going to read some more,
WufMj1xHX3021,4.4,4.49,  and then I 'm occasionally look up,No
,,,  but I 'm going to be mainly reading,
,,,  and then look up every now and then,
,,,  but really I 'm reading .,
,,,  In reality that 's not a great use of note .,
,,,  That 's not a great use of note,
WufMj1xHX3022,4.5,4.58,  because what you 're really doing,No
,,,  is reading,
,,,  and getting lost in what you 're reading,
,,,  and not maintaining eye contact,
,,,  with the audience around you .,
,,,  So a really simple thing that you can do,
WufMj1xHX3023,5,5.09,  and when you 're using note,No
,,,  is that you wan na use them a a way to,
,,,  to let you know what you need,
,,,  but then to be able to come back and,
,,,  make eye contact with the audience .,
,,,  So the suggestion I have is,
WufMj1xHX3024,5.11,5.2,  with your speech note,No
,,,  I want you to go through them .,
,,,  I want you to pick up a pen,
,,,  and at every point you think it 's gon na be really important,
,,,  to look at the audience to build eye contact,
,,,  I want you to make a little mark .,
WufMj1xHX3025,5.22,5.3,  A little mark so that if you are reading your note,No
,,,  and you see that little dot appear,
,,,  it 's a reminder to you to go,
,,,  I better look up and make some eye contact,
,,,  with the audience .,
,,,  So put these mark throughout your entire speech .,
WufMj1xHX3026,5.33,5.46,  It 'll make it really easy for you to look up,No
,,,  and then continue to go back to find where you were at .,
,,,  It will help you build more eye contact,
,,,  when you 're delivering your presentation using note .,
,,,  Instead of just having head stuck in,
,,,  and not actually building any repertoire or connection,
WufMj1xHX3027,5.49,5.59,  with your audience .,No
,,,  So the final point,
,,,  is that most of the time when people deliver speech,
,,,  they speak really quietly,
,,,  and no one can hear them .,
,,,  Right so vocal projection really really important .,
WufMj1xHX3028,6.02,6.13,  So you need to make sure that people at the back of the room,No
,,,  can still hear you .,
,,,  So the way that you do this,
,,,  is you 've actually got to over compensate,
,,,  because you 're gon na think,
,,,  you 're speaking really really loud,
WufMj1xHX3029,6.15,6.22,  and I promise you you 're not .,No
,,,  Now what 's gon na be happening,
,,,  is the nerve gon na get to you,
,,,  and you 're actually gon na,
,,,  be speaking quieter than you think .,
,,,  So one of the way that you can do this,
WufMj1xHX3030,6.23,6.33,  before going out to deliver a speech,Structure
,,,  is actually go to the toilet,
,,,  go to like the back oval somewhere at school,
,,,  and I want you to just shout .,
,,,  The whole point of this is to just,
,,,  go crazy and go extreme for a moment,
WufMj1xHX3031,6.35,6.47,  stretch the comfort zone,No
,,,  because then when you come back in to deliver your speech,
,,,  you 're gon na find that your volume,
,,,  actually naturally ha got a little bit louder,
,,,  because that 's what you were just doing before,
,,,  and you know you 're sort of borrowing some of that,
WufMj1xHX3032,6.49,6.59,  and bringing it into your space .,No
,,,  Its a really great way to really trick yourself,
,,,  into speaking more loudly,
,,,  in your presentation,
,,,  and having better vocal projection .,
,,,  So what I 've given you today guy,
WufMj1xHX3033,7.02,7.14,  is four strategy that you can use,No
,,,  to significantly improve your ability,
,,,  to deliver amazing oral presentation .,
,,,  We 've looked at stance and the Wonder Woman pose .,
,,,  We 've looked at pacing and the ability,
,,,  to slow down what you 're saying .,
WufMj1xHX3034,7.17,7.28,  We 've looked at vocal projection,No
,,,  and we 've looked at eye contact and use of note .,
,,,  You can nail these four strategy,
,,,  your ability to present confidently,
,,,  is going to improve dramatically .,
,,,  You 're going to get better result at school,
WufMj1xHX3035,7.29,7.39,  in your oral presentation .,No
,,,  But you 're also gon na be laying,
,,,  a really strong foundation for life beyond school .,
,,,  If you have more question about,
,,,  how to develop your public speaking skill,
,,,  leave 'em in the comment below I 'd love to help .,
WufMj1xHX3036,7.41,7.52,  Number two subscribe for more video .,No
,,,  We 're bringing video to you each week .,
,,,  So hit that subscribe button .,
,,,  Make sure you hit the bell to get notified .,
,,,  And finally if you think I want,
,,,  to learn even more about public speaking,
WufMj1xHX3037,7.54,8.07,  I encourage you to research,No
,,,  global not organization called Toastmasters .,
,,,  They 're incredible at helping people develop,
,,,  their public speaking skill,
,,,  and while they 're only available for people over 18,
,,,  you can invite them into your school,
WufMj1xHX3038,8.09,8.2,  to run program for you and your peer .,No
,,,  So might be something to look at .,
,,,  Check the link below in the description,
,,,  for more information .,
,,,  I 'll see you next week .,
,,,  ( light music ),
Rua5eBaX4gw1,0.04,0.13,  my name is reba and i am going to be,No
,,,  your course lecturer,
,,,  on this topic presentation skill so if,
,,,  you 're wondering why should i take up,
,,,  this course on effective presentation,
,,,  skill,
Rua5eBaX4gw2,0.14,0.25,  i 'm going to tell you exactly why our,Structure
,,,  key focus,
,,,  for this topic on presentation skill is,
,,,  going to be,
,,,  going beyond bullet and focusing on,
,,,  influence,
Rua5eBaX4gw3,0.26,0.35,  we strongly believe that today a normal,No
,,,  boring,
,,,  powerpoint presentation with ,
,,,  bullet point on it i 'm not it 's,
,,,  definitely not going to be enough for,
,,,  you to score client,
Rua5eBaX4gw4,0.37,0.47,  for you to close business deal for you,Structure
,,,  to get more sale,
,,,  it 's just not enough if you want to know,
,,,  if this course is really really,
,,,  something that you need,
,,,  i want you to ask yourself these,
Rua5eBaX4gw5,0.49,0.58,  question okay,Structure
,,,  are you conducting or taking business,
,,,  call over the phone right now,
,,,  just say yes or no okay are you pitching,
,,,  your product,
,,,  or service or your service offering on,
Rua5eBaX4gw6,1,1.11,  zoom or google meet or,No
,,,  any online portal right or window or,
,,,  microsoft team whatever it is are you,
,,,  pitching your product or service,
,,,  online do you think you sound dull or,
,,,  boring when you speak,
Rua5eBaX4gw7,1.12,1.21,  if that 's a yes consider doing this,No
,,,  course,
,,,  if any of these three question are yes,
,,,  consider doing the course right,
,,,  do you feel like people do n't quite,
,,,  understand you when you speak,
Rua5eBaX4gw8,1.23,1.33,  if it 's a yes consider doing the course,Structure
,,,  do you feel like your message always,
,,,  lack clarity,
,,,  again if it 's a yes you should consider,
,,,  doing this course,
,,,  most importantly are you doing well in,
Rua5eBaX4gw9,1.35,1.43,  interview,Structure
,,,  and here 's where the answer change if,
,,,  it 's a no,
,,,  you should consider doing this course,
,,,  let me tell you why,
,,,  there are a few thing that you need to,
Rua5eBaX4gw10,1.45,1.53,  know right now pitching is happening,No
,,,  online,
,,,  and it 's going to be this way in the,
,,,  foreseeable future,
,,,  attention span are much much shorter,
,,,  that mean visuals and crisp,
Rua5eBaX4gw11,1.55,2.06,  presentation are of the essence deal,No
,,,  are getting closed on phone call,
,,,  interview are happening on phone call,
,,,  sale are getting closed on phone call,
,,,  okay,
,,,  so that mean your voice is the only,
Rua5eBaX4gw12,2.08,2.16,  tool you have in your pocket,No
,,,  are you using it correctly most likely,
,,,  that,
,,,  the answer to this question is going to,
,,,  be no because people do n't understand,
,,,  the power of voice modulation,
Rua5eBaX4gw13,2.18,2.3,  something that we are going to be,No
,,,  covering in depth and in detail,
,,,  during this course audience engagement,
,,,  and speaker charisma,
,,,  is everything like literally everything,
,,,  if you ca n't keep your audience engaged,
Rua5eBaX4gw14,2.32,2.41,  if you ca n't keep them hooked and if you,No
,,,  ca n't keep them,
,,,  interested you might a well just not,
,,,  speak,
,,,  and that 's why these three thing,
,,,  right now is something you should be,
Rua5eBaX4gw15,2.44,2.53,  acing you should be async pitching,No
,,,  online or doing great virtual,
,,,  presentation,
,,,  you should be doing great call if it 's,
,,,  a tele call it 's a sale call it 's a,
,,,  business development call whatever it is,
Rua5eBaX4gw16,2.55,3.04,  you need to start acing them,Structure
,,,  and if you are someone who doe n't have,
,,,  charisma,
,,,  or who doe n't have the ability to keep,
,,,  your audience engaged,
,,,  consider doing this course okay,
Rua5eBaX4gw17,3.07,3.17,  this is what we plan to teach you our,No
,,,  entire module is focused on just three,
,,,  important word,
,,,  the first one is engage right and we,
,,,  just spoke about it,
,,,  so you will learn to engage with your,
Rua5eBaX4gw18,3.19,3.28,  audience because let 's face it,No
,,,  no one like one communication it 's,
,,,  dull,
,,,  it 's drab and it 's a complete waste of,
,,,  time you will also learn how to,
,,,  excite your audience you will learn,
Rua5eBaX4gw19,3.31,3.42,  technique and method to excite your,No
,,,  audience or your learner,
,,,  because this excitement is what 's going,
,,,  to ultimately lead to the third step,
,,,  and the third step the third pillar of,
,,,  this module,
Rua5eBaX4gw20,3.43,3.54,  is empower right what is empower,Structure
,,,  you will learn to empower and empowering,
,,,  mean leaving,
,,,  every presentation with a cta which is a,
,,,  call to action,
,,,  that mean you should want to make your,
Rua5eBaX4gw21,3.56,4.04,  learner want,No
,,,  to take action every time you 're done,
,,,  with a presentation if it 's a sale,
,,,  presentation,
,,,  they should want to buy a product if,
,,,  it 's a service presentation where you 're,
Rua5eBaX4gw22,4.06,4.15,  pitching a service,No
,,,  they should want to subscribe to your,
,,,  service if it 's a,
,,,  presentation at college people should,
,,,  want your professor should want to give,
,,,  you full mark right,
Rua5eBaX4gw23,4.17,4.25,  the goal should be that you should make,Structure
,,,  people want to do something,
,,,  it could be empowering them to take,
,,,  action,
,,,  and go and change their life it could,
,,,  be empowering them to,
Rua5eBaX4gw24,4.26,4.38,  subscribe to your service it could be,No
,,,  empowering them to buy a product,
,,,  you need to have a call to action so,
,,,  this is what we plan to teach you engage,
,,,  excite and empower so what are you,
,,,  waiting for,
Rua5eBaX4gw25,4.39,4.49,  sign up for the course start learning,Structure
,,,  start getting better at giving,
,,,  really good effective presentation what,
,,,  you absolutely need to know is that this,
,,,  is not just,
,,,  going to be video we want holistic,
Rua5eBaX4gw26,4.52,5.01,  development and so we 're going to have,Structure
,,,  assessment after each section,
,,,  we 're also going to be giving you a lot,
,,,  of learning material so that you can go,
,,,  back to this learning material,
,,,  and refer to it throughout we 're going,
Rua5eBaX4gw27,5.03,5.12,  to be giving you ton and ton of,No
,,,  example so it 's going to be,
,,,  very very experiential in in nature you,
,,,  will be able to relate to everything,
,,,  that we 're seeing,
,,,  and that 's going to help you remember,
Rua5eBaX4gw29,5.14,5.41,  every concept that you learn,Structure
,,,  you 've probably heard this line that the,
,,,  best investment,
,,,  that you make is the investment in,
,,,  yourself so stop thinking and start,
,,,  investing start the course get better,
,,,  be better perform better right if you,
,,,  want professional success,
,,,  start now,
,,,  you,
cj5aSWeJFj41,0.06,0.19,  here 's a little tip sometimes it help,No
,,,  if thing go wrong because then your,
,,,  audience warms up to you when they see,
,,,  how you manage it because we see you,
,,,  when you 're under pressure how you react,
,,,  that 's closer to the real deal,
cj5aSWeJFj42,0.24,0.42,  first thing to look more confident is,No
,,,  believe in yourself but that do n't,
,,,  student that day another technique to,
,,,  look more confident when you 're speaking,
,,,  is to breathe sound silly but you need,
,,,  to turn it and bring on the life not,
cj5aSWeJFj43,0.43,0.57,  tell me to breathe but here 's something,No
,,,  to keep in mind,
,,,  number one when we get nervous we tense,
,,,  up and we tend to hold our breath it 's a,
,,,  normal reaction we hear noise hear you,
,,,  breathe we do the same thing up there on,
cj5aSWeJFj44,1,1.14,  stage how many get nervous so remember,No
,,,  to remind celebrate and the second thing,
,,,  is to read member or house that we read,
,,,  correctly do we have any singer in the,
,,,  room,
,,,  okay so tell me the belly breath you get,
cj5aSWeJFj45,1.17,1.3,  really really teeny crack that the,No
,,,  correct way to breathe this from the,
,,,  bottom of your diaphragm which is behind,
,,,  your belly and if you 're breathing,
,,,  correctly there 's not a test result just,
,,,  try it right now put your hand on your,
cj5aSWeJFj46,1.32,1.46,  waist like this and then breathe it and,No
,,,  if you do it incorrectly you should be,
,,,  pushing out so they will not the tire,
,,,  wait a minute yourself now,
,,,  bring the air when you suck the air all,
,,,  the way down hold it for a few second,
cj5aSWeJFj47,1.49,2.07,  and then let it out slowly and when you,No
,,,  let it over,
,,,  that 's the correct way degree problem is,
,,,  we get busy and you watch a baby see,
,,,  we 're born with the ability to breathe,
,,,  correctly but we learn we learn math,
cj5aSWeJFj48,2.1,2.43,  you watch your baby if a baby 's the time,No
,,,  if you breathe correctly every one of,
,,,  you breathe correctly to calm yourself,
,,,  down you prevent the flutter in your,
,,,  head in your brain because sometimes,
,,,  that flutter is a lack of oxygen it 's,
cj5aSWeJFj49,2.46,2.57,  not enough oxygen,No
,,,  redirecting advantage enough number to,
,,,  breathe correctly you can project your,
,,,  voice how loud your eye got nothing to,
,,,  do how small or how big you are remember,
,,,  the baby it 's about how much area and,
cj5aSWeJFj411,3,3.24,  the third thing is if you breathe,No
,,,  correctly,
,,,  then you will be able to pause when you,
,,,  want to the next time you go to speak,
,,,  before you get up the speech you do n't,
,,,  check yourself remind yourself take a,
,,,  couple deep breath because it might be,
,,,  the last one you take for a while,
0EI3rSYARpQ1,0.02,0.13,  hello everyone and welcome to today 's,No
,,,  program and webinar presented by ACP the,
,,,  association of continuity professional,
,,,  I 'm Jim Bren sitting in for dr. ed,
,,,  Goldberg it is my pleasure to host,
,,,  today 's webinar it 's presenting to the,
0EI3rSYARpQ2,0.16,0.26,  board how to be a highly successful,Structure
,,,  presenter and we 'll begin after our,
,,,  usual quick reminder today 's webinar,
,,,  and all of our previous webinars are,
,,,  recorded and made available to ACP,
,,,  member on the ACP website if you have,
0EI3rSYARpQ3,0.29,0.41,  an idea for a webinar topic we ask you,Structure
,,,  to please send it to staff at ACP adesh,
,,,  international.com our guest speaker will,
,,,  be taking question at the end of,
,,,  today 's presentation so please post your,
,,,  question during the webinar in the,
0EI3rSYARpQ4,0.43,0.53,  question box in your control panel you,No
,,,  can do that any time throughout the,
,,,  presentation we 'll get you a response to,
,,,  any question that we are not able to,
,,,  answer here today a I mentioned our,
,,,  webinar is presenting to the board how,
0EI3rSYARpQ5,0.55,1.06,  to be a highly successful presenter when,No
,,,  business continuity ha a chance to,
,,,  present to senior management you need to,
,,,  be prepared to seize the day and today,
,,,  you will see how to use your,
,,,  understanding of the audience to build,
0EI3rSYARpQ6,1.08,1.18,  and deliver a story that will make sure,No
,,,  your key message are heard and,
,,,  understood it will keep your audience,
,,,  truly engaged and elevate the BCM,
,,,  program and your team member our,
,,,  presenter is Christopher Duffy the vice,
0EI3rSYARpQ7,1.2,1.31,  president of professional service at,No
,,,  strategic BCP Chris is an industry,
,,,  award consultant and certified,
,,,  information system security,
,,,  professional who posse more than 25,
,,,  year experience in IT management,
0EI3rSYARpQ8,1.32,1.44,  disaster recovery business impact,No
,,,  analysis and risk mitigation Chris also,
,,,  posse extensive experience in vendor,
,,,  management data center management and,
,,,  acquisition integration he 's a frequent,
,,,  blogger speaker and author who 's,
0EI3rSYARpQ9,1.47,1.58,  received multiple award in leadership,No
,,,  and innovative IT Chris currently lead,
,,,  strategic BCPs professional service,
,,,  division which provides new way for,
,,,  customer to mitigate risk build agile,
,,,  resilient plan all while ensuring,
0EI3rSYARpQ10,2.01,2.14,  compliance with industry guideline and,No
,,,  federal regulation and we are very,
,,,  pleased to welcome Christopher Duffy,
,,,  good afternoon Chris afternoon thank you,
,,,  Jim and thank you all for attending so,
,,,  the impetus for this press,
0EI3rSYARpQ11,2.16,2.3,  tation actually came from experience is,No
,,,  recently and for this career i 've been,
,,,  presenting on behalf of our sponsor,
,,,  either upfront or after engagement to,
,,,  their senior leader and their board and,
,,,  lately it 's been a lot about,
0EI3rSYARpQ12,2.32,2.48,  cybersecurity and an integration with,No
,,,  business continuity plan or actually,
,,,  actionable result and you yourselves,
,,,  have probably been in presentation and,
,,,  felt like what 's actually on this image,
,,,  and presenting itself standing up in,
0EI3rSYARpQ13,2.52,3.07,  front of an audience so if we look at,No
,,,  the top 10 it 's it 's right there at,
,,,  number 2 so understandable,
,,,  now take that fear of public speaking,
,,,  and put it in front of your bos or your,
,,,  bos 's bos and it get a little,
0EI3rSYARpQ14,3.09,3.22,  stressful,No
,,,  so I want to make a point during this,
,,,  presentation I 'm actually going to play,
,,,  two different role my first role a I 'm,
,,,  doing now is a the presenter I will,
,,,  step aside in a dual personality world,
0EI3rSYARpQ15,3.24,3.37,  and talk about the presentation itself,Structure
,,,  so I 'm going to be playing that,
,,,  balancing act a we go so will you,
,,,  normally see it a good presentation is,
,,,  usually there 's a start and I love this,
,,,  one especially why if you in an audience,
0EI3rSYARpQ16,3.42,3.56,  and your are doing a present or watching,No
,,,  a presentation look around how fast the,
,,,  people pick up the phone with open the,
,,,  laptop you 've got 30 second that impact,
,,,  of what you 're going to do have to have,
,,,  a captured audience attention otherwise,
0EI3rSYARpQ17,3.59,4.15,  it becomes a lot more difficult so in,Structure
,,,  doing it and building that it relates to,
,,,  the human brain or one side of the brain,
,,,  is our feeling right it 's that,
,,,  creativity to the thinking side but on,
,,,  the other side it 's the analytical side,
0EI3rSYARpQ18,4.17,4.32,  and if we 're going to do an effective,Structure
,,,  presentation it 's got to cover both,
,,,  side of that and that presentation the,
,,,  best way to get it across is to tell u,
,,,  and that 's exactly what we 're going to,
,,,  do so let 's take a look we 're doing,
0EI3rSYARpQ19,4.36,4.51,  we 're gon na find out understand who our,No
,,,  audience is why they 're there go through,
,,,  that process what 's the message what 's,
,,,  the takeaway we 're going to give them,
,,,  and how do we build that story for them,
,,,  talk about some of the delivery tip and,
0EI3rSYARpQ20,4.54,5.08,  making sure that we 're successful and,Structure
,,,  that your presentation is heard and they,
,,,  leave with it,
,,,  I even that reference I 'll cover them,
,,,  a well so let 's start with our audience,
,,,  I call it the four value who are they,
0EI3rSYARpQ21,5.13,5.26,  who 's sitting there who 's who 's sitting,No
,,,  in the hi audience now will they know,
,,,  about the subject that I 'm going to be,
,,,  speaking on whether that be in an indie,
,,,  industry conference or my board I really,
,,,  want to get in good sense because I 've,
0EI3rSYARpQ22,5.28,5.45,  got to build that story and content to,Structure
,,,  them think why are they there again it,
,,,  sit there because you 've been required,
,,,  to show up or you have finding what 's,
,,,  that core and more importantly what do,
,,,  we want them to lead with it you go to a,
0EI3rSYARpQ23,5.48,6.04,  presentation what it is about learning,Structure
,,,  one is it an aha moment is n't it ask,
,,,  usually board and senior leadership I,
,,,  find it 's an ask I need money to fund,
,,,  this or mitigate these risk so let 's,
,,,  take the valve into the two key,
0EI3rSYARpQ24,6.06,6.24,  audience that we 're going to be looking,No
,,,  at first one is the board amount I 'm,
,,,  gon na step back what you 'll notice is my,
,,,  background I use a lot of imagery I make,
,,,  it strong it support exactly what I 'm,
,,,  going to be talking about but it doe n't,
0EI3rSYARpQ25,6.27,6.42,  over shadow it 's about the content so,No
,,,  I 'm using complimentary ms/ms imagery a,
,,,  I go through this sometimes to make a,
,,,  point or otherwise support it back to,
,,,  our regular schedule,
,,,  so who are they your board come from,
0EI3rSYARpQ26,6.46,7.02,  all over and the larger your,Structure
,,,  organization,
,,,  the bigger the people they 're going to,
,,,  be teeth information security CEOs of,
,,,  both current and retired for position,
,,,  let 's make some assumption one thing,
0EI3rSYARpQ27,7.04,7.16,  though they 're going to have a very,No
,,,  little knowledge of business continuity,
,,,  I 've got to make that assumption and,
,,,  we 'll talk through that a well if,
,,,  that 's not their key even from a CIO it,
,,,  is a former CI oh you do n't have that,
0EI3rSYARpQ28,7.19,7.35,  desk and honestly this you 're a stranger,No
,,,  you 're coming in usually through senior,
,,,  leadership they probably do n't know you,
,,,  especially if it 's your first,
,,,  presentation and this is a real,
,,,  important so I 'm going to talk about,
0EI3rSYARpQ29,7.36,7.5,  this they have a sanitized view a a,Structure
,,,  former senior leader what our board knew,
,,,  about our organization is what we,
,,,  present it to them,
,,,  so when you 're doing in developing a,
,,,  presentation it 's probably going to go,
0EI3rSYARpQ30,7.52,8.1,  through about four to five hundred,No
,,,  iteration because everybody want to,
,,,  make sure that that message is clean and,
,,,  correct again now it 's the senior,
,,,  leadership notice the image image show,
,,,  that support what I presented so right,
0EI3rSYARpQ31,8.17,8.31,  obviously Captain Obvious is the,No
,,,  currency 's fo io Sol alphabet soup but,
,,,  again there are those are the people,
,,,  that are going to be sitting in that,
,,,  boardroom that we 're going to be talking,
,,,  to I 'm going to make some assumption,
0EI3rSYARpQ32,8.33,8.44,  that they have some passing note,Structure
,,,  whether you 've got it predecessor or,
,,,  previous organization or a they 've,
,,,  grown through a organization the chance,
,,,  are they know that there 's thing such,
,,,  a plan and disaster recovery so,
0EI3rSYARpQ33,8.47,8.56,  they 're on the passing knowledge and the,No
,,,  nice thing is hey they may even know you,
,,,  spending it at your bos your bos 's,
,,,  bos at your bos 's bos 's bos they,
,,,  mean,
,,,  having a relationship or a knowledge of,
0EI3rSYARpQ34,9,9.15,  that person will help and honestly they,Structure
,,,  have a very or more realistic view than,
,,,  the board because again a thing go up,
,,,  they do get filtered and that really is,
,,,  important to the perspective that we 're,
,,,  going to have is that so when we look at,
0EI3rSYARpQ35,9.17,9.32,  perspective let 's look at it from a,Structure
,,,  board view hmm business continuity what,
,,,  they know is probably from an internal,
,,,  or an external audit of a company that,
,,,  they 've dealt with the report of,
,,,  finding that come up that 's going to be,
0EI3rSYARpQ36,9.35,9.52,  their knowledge or if somebody like you,No
,,,  were or I have student front of them in,
,,,  their own organization and dowsing this,
,,,  is big this is it current news in the,
,,,  new this is how are we reacting so,
,,,  they 're going to take that to senior,
0EI3rSYARpQ37,9.54,10.06,  leader and so so how are you and I 'm,Structure
,,,  going to be  fall out or how are we,
,,,  handling what the data breach that is,
,,,  that if that 's that occur what is our,
,,,  stance and what are you doing to fix it,
,,,  so that drive a lot of the board down,
0EI3rSYARpQ38,10.09,10.25,  to senior leadership and then down to u,No
,,,  hey their own staff may have have been,
,,,  involved in a presentation internally a,
,,,  them at senior leader so we really want,
,,,  to know okay I 've got this much,
,,,  knowledge again passing our senior,
0EI3rSYARpQ39,10.29,10.41,  leader Oh a little different again,No
,,,  notice very similar the board procedure,
,,,  see new leader may be board member,
,,,  elsewhere,
,,,  it 's their internal finding there are,
,,,  chief risk officer coming and saying,
0EI3rSYARpQ40,10.43,11,  hey we 've got to mitigate these issue,No
,,,  usually come from top board as,
,,,  and senior leader senior leader ask,
,,,  those director a president and if all,
,,,  of them and that 's where becoming I love,
,,,  this one I have to tell you that in a,
0EI3rSYARpQ41,11.02,11.13,  guy little story here view,Structure
,,,  self this is probably where,
,,,  you 'll see the most success,
,,,  [ Music ],
,,,  in an organization your organization is,
,,,  we know there 's an issue we want to fix,
0EI3rSYARpQ42,11.16,11.32,  this what do we need to do it really,Structure
,,,  resounds it start the top,
,,,  that 's like goverce that so effective,
,,,  in business continuity success is that,
,,,  that board ha that aura senior leader,
,,,  ha that self,
0EI3rSYARpQ43,11.34,11.51,  Matt let 's take the positive and just,Structure
,,,  put some caveat out there any question,
,,,  are usually going to be politically,
,,,  motivated and when they explain why or,
,,,  how having been through receiving it,
,,,  into those question,
0EI3rSYARpQ44,11.52,12.1,  so first I 'm a smartest guy in the room,No
,,,  I need to ask this question a I already,
,,,  know the answer but remember we 're the,
,,,  subject matter expert when that happens,
,,,  we have a board level I will look to the,
,,,  senior leader we probably revert,
0EI3rSYARpQ45,12.12,12.25,  rehearse this so I 've already covered,No
,,,  this a an outside consultant it 's a lot,
,,,  easier you can nobody tell me to lead so,
,,,  here 's the big one not only am i smarter,
,,,  than you meeting them in the audience,
,,,  back and forth is there usually is,
0EI3rSYARpQ46,12.28,12.41,  posturing that somebody that person,No
,,,  want to be the next CEO and so when the,
,,,  board doe their nomination that come,
,,,  around a hey this guy is really really,
,,,  smart or the scout really really smart,
,,,  we should make them antsy so how do I,
0EI3rSYARpQ47,12.46,13.01,  fix it normally at this point I would,No
,,,  have played the video but video audio,
,,,  sound doe not play well so I 've,
,,,  actually you can have this deck my,
,,,  email at the end of this book the link,
,,,  in there is also at the bottom this is a,
0EI3rSYARpQ48,13.03,13.18,  two minute and 40 second ideo remember,No
,,,  I said start in tactful have that,
,,,  imagery I 'm using video this video is,
,,,  about an identical twin that an elevator,
,,,  once prepared and one not and it cover,
,,,  all aspect of why you need a plan how,
0EI3rSYARpQ49,13.21,13.32,  to prepare for disaster,No
,,,  what you should be doing in disaster,
,,,  and the imagery and the background,
,,,  change but what it doe is this is,
,,,  replicates the board because those,
,,,  people or senior leader may be afraid,
0EI3rSYARpQ50,13.35,13.47,  to ask question because they do n't want,Structure
,,,  to look stupid to their peer it also,
,,,  set a baseline remember we do n't know,
,,,  what they do n't know this kind of raise,
,,,  it up,
,,,  I also recommend it 's a great use if,
0EI3rSYARpQ51,13.49,14.01,  you 're doing business continuity,No
,,,  training a part of your life cycle it 's,
,,,  a great video I suggest you download it,
,,,  because we are a business continuity and,
,,,  playing it off the web can be risky,
,,,  so I usually embed this in the,
0EI3rSYARpQ52,14.03,14.13,  PowerPoint when I do my PowerPoint,No
,,,  presentation but again very highly,
,,,  effective and even ha a Department of,
,,,  Homeland Security and it talk,
,,,  essentially about active shooter at the,
,,,  end and it open the question which is,
0EI3rSYARpQ53,14.15,14.34,  a beautiful beautiful introduction to,No
,,,  your presentation,
,,,  so speaking of presentation this is a,
,,,  national photo off my phone what 's the,
,,,  message what what is my takeaway from,
,,,  this line otherwise my eye are bleeding,
0EI3rSYARpQ54,14.37,14.51,  what I find is even more ironic if you,Structure
,,,  look in the upper right hand corner,
,,,  it 's from the marketing communication,
,,,  cooking journalism it 's overwhelming if,
,,,  you 're going to start or tell that story,
,,,  have an impact,
0EI3rSYARpQ55,14.53,15.04,  I 'll give you a great example let 's stay,Structure
,,,  with cybersecurity,
,,,  ransomware it 's a great one ok I 'm going,
,,,  to start talking about so when we look,
,,,  at threat to our organization and I,
,,,  start going through this slide where 's,
0EI3rSYARpQ56,15.06,15.23,  your eye are you listening to me,No
,,,  no you 're trying to figure this slide,
,,,  out and it 's not personal it doe n't,
,,,  impact you most of the presentation,
,,,  that I do I will use very visual and,
,,,  strong imagery because it becomes the,
0EI3rSYARpQ57,15.26,15.4,  point to tell the story so instead of,No
,,,  this to talk about it I say ok this ha,
,,,  just hit our,
,,,  company this is on everybody 's desk top,
,,,  right back,
,,,  what are we going to do,
0EI3rSYARpQ58,15.46,16.02,  pause are great by the way give u a,No
,,,  chance to capture our thought use the,
,,,  emphasis and lead on into the next slide,
,,,  so now I can tell my story of what we 're,
,,,  going to do and how we 're going to do,
,,,  that but this is relatable this is new,
0EI3rSYARpQ59,16.04,16.18,  this is current I actually use this for,No
,,,  our tabletop exercise that we actually,
,,,  have an animated oh they see it going,
,,,  let 's look at that story let 's talk,
,,,  about building the story itself so the,
,,,  story where do we start,
0EI3rSYARpQ60,16.21,16.34,  it 's hard it 's overwhelming so start,Structure
