SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
,,,,,,,,,,,,
HBFn82ffSVE6,01:23,01:35,possibly I went back for the follow-upx-rayum a local drop-in center and they ownedan art and said right. I think you needto go to a e went to an a e.it was a day of the World Cup semi-final.actually I always remember that,,,,,,,,,
HBFn82ffSVE7,01:38,01:54,um. the next day I was told it's 90certain it was lung cancer.um had some fluid taken a week. just overa week later I was confirmed it wasstage fourum lung cancerand I've not got a solid tumor. it was my,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
HBFn82ffSVE8,01:58,02:10,lung was full of fluids so it was amalignant floral effusionumso there's no solid tumor there but it'scancerous fluidbetween the lung and the liningpossibly why I wasn't picked up on the,Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
HBFn82ffSVE9,02:12,02:33,X-ray because they could see the fluidthey took. a sample of my fluidto test it and it came back stage fourand I knew I'd be tested for a mutationand I knew that was important.I was told if I've got a mutation itcould be good news,,,,,,,,,
HBFn82ffSVE10,02:34,02:44,relatively good newsand that half went in but as I just saidit was.you know there's a tiny bit of good newsinthe whole scheme of thing because itturned out. it was pretty good news but,,,,,,,,,
HBFn82ffSVE11,02:46,02:59,and the biopsy which isvery strange because I'd be the guylocal anesthetic and they're in theirfiddling and snipping bits of your lungand you can feel it and it's likeohum but they did get enough tissue to do.,,,,,,,,,
HBFn82ffSVE12,03:03,03:15,the biopsy onum and they called me backI've got a sandwich in a couple of weeksbut it'sthe timeline's so vagueum. I said okay you've got the egfrmutation you can take.,,,,,,,,,
HBFn82ffSVE13,03:18,03:31,I think they said so. I went to see theconsultant and he talked me through theside effects and you know what thistablet was about but he did say in casethere is a new tablet relatively newtablet out called Aussie Merta nib togrisso.,,,,,,,,,
HBFn82ffSVE14,03:32,03:42,I know I'm lucky that I've I'm here fouryears laterumbut I do get people to say. oh you'vedone brilliant as if that'sno I don't want to be here another fouryears or two years or whatever,,,,,,,,,
HBFn82ffSVE15,03:45,03:54,um.and I don't. I don't blame anyone. it'sjust what people say it's it'sso I know I'm lucky to be here fouryears laterumand,,,,,,,,,
HBFn82ffSVE16,03:56,04:08,huge cliche but it is literally one dayat a time which at first I struggledwith but I'msorry 40s. I've learned some copingstrategies and getting one better timeand see what happens.I did quite a few things.,,,,,,,,,
HBFn82ffSVE17,04:11,04:23,um I bought PlayStation. I've never beencompletely gay big gaming person but itdid help especially if I was at home onmy own.you might have wonder which is not ideal.I'd put the PlayStation on the nextthing I'm showing at Ronaldo for missing,,,,,,,,,
HBFn82ffSVE18,04:25,04:42,the goal or something and it did helpum I read but at first I struggled toget into books because again you mightnot wonder I did a lot of meditation.I've got a few apps on the phoneand I was all around how to my breathingand anxiety and trying to calm that down.,Meditation,Spirituality,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,Anxiety,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
HBFn82ffSVE19,04:45,05:00,so I did a lot of that and I'm luckythat we live by the Sea so I've spent amillion hours walking up and down thesea farm. we've got a little dog as wellso take her outum headphones on dog say my daughterkeeps me busy. she she horse rides plays,,,,,,,,,
HBFn82ffSVE20,05:03,05:16,football there's school stuff soI try to keep as busy as I could butobviouslywasn't as fit as I could. so I did spenda lot of time at home buttheir nights trying to immerse myself inthe PlayStation or films or or the,,,,,,,,,
HBFn82ffSVE21,05:20,05:31,meditation. it was just a case ofnot overthinking stuffbecause all the time I overthought stuffit wasnot traumatic. I guess it was you knowit's you know there's a few times. I workat the middle of night and it was like,Meditation,Spirituality,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,,,,,,,,,
HBFn82ffSVE22,05:34,05:45,"umwhat I 'm going through . Isn'T the end ofthe world - and I know people have thatpassed away that have not had thetreatmentmy diagnosis day , wa the 30th ofwell two year on 31st of July 2000 21 ,",Meditation,Spirituality,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,,,,,,,,,
HBFn82ffSVE23,05:46,05:57,um do a lot of breathing through thenose and mouth and stuff. you know thePlayStation felt like a 16 year oldagain but it worked for me. you know I'vegot a good game and I was getting eatenby dragons. it wasbetter than thinking about lung cancer.,Thinking,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
HBFn82ffSVE24,05:59,06:14,you know I did mentionasbestosis because my dad worked inports of dockyard inum lost asbestosis in the 70s and 80sand I didn't know you'd get thatsecondary via clothing and washingbaskets and whatnot.,Dad,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
HBFn82ffSVE25,06:15,06:27,um I do think my diagnosis delayedbecauseI went back.I don't know how many times but enoughof three lots of antibiotics and X-rayandum I'll come back and I remember being,,,,,,,,,
HBFn82ffSVE26,06:29,06:40,told as pneumonia that takes threemonths. basicallydon't bother us for three months becauseit's you gotta rest and drink lots offluids and that's when I started gettingworse to start losing weight and thebreathing was getting worse and worse,Pneumonia,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Rest,,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
HBFn82ffSVE27,06:44,06:58,um and you sort of want to trust.butI now know thatGPS don't know everything and it's nottheir fault it's but you I wasyou know. I think I think if I've been asmoker. I think that had been near the,,,,,,,,,
HBFn82ffSVE28,06:59,07:12,top of that list of things to check.I'm not I never have beenif one person can see this and notgo through what I went through. you knowit's more than worth it. I don't likebeing in front of the camera whatsoeverlet alone a video camera. but,,,,,,,,,
HBFn82ffSVE29,07:15,07:29,if one person sees this and thinks and Ithink with this sort of campaignthe more varied type people you see themore others going like. oh there's a 50year old lokies never smoker there mightbe another 50 year old never smoker out.there we've started my journey and,,,,,,,,,
HBFn82ffSVE30,07:31,07:44,hopefully you canavoid where my journey went because theysaw thisand I'm very much tell as many people asI can. it's splitting that message thatyou anyone get lung cancer.the more medical profession could know,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
HBFn82ffSVE31,07:47,07:51,about it.The Fearless people will get diagnosedat stage four.,,,,,,,,,
llk-qgIr9Nk1,00:01,00:13,"Hi everyone , it 's stephanie with thepatient story .I hope you 're all doing very well . I'Vebeen looking forward to this interviewfor a little whileand i 'm so glad that we could catch uh .This woman who 's an absolute superstar",,,,,,,,,
llk-qgIr9Nk2,00:15,00:26,"experience , which was getting diagnosedand then all the decisions as you soactually putthe phrases . What now right , when we hearthat cancer diagnosis , sowe 've gone through all that you 've justtalked about breaking the news to your",,,,,,,,,
llk-qgIr9Nk3,00:28,00:39,"family , which has been really hard andcontinues to be really hardum . Now i want to understand thetreatment part of itum . The original treatment plan iunderstand was surgery , but thenthat shifted . Can you describe what",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
llk-qgIr9Nk4,00:42,00:59,"happened thereand did you undergo um different testingand biomarker testing at that time ?Well , initially , the plan was to dosurgery and remove my whole left lungand it 's called the pneumonectomy uh andwe",,,,,,,,,
llk-qgIr9Nk5,00:59,01:13,"in the meantime , my tumor samples weresent out forwhat i now know to be biomarker testingum and where they 're looking for somesort ofGenetic genomic mutation marker to seewhat 's going on inside , of my body",Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk6,01:16,01:31,"um , based on getting the information backwhich took aroundtwo weeks the day . I think it was twodays before i was supposed to go in tohave mylung removed um . The doctor reached outto me and said we 're not gon na , do that",,,,,,,,,
llk-qgIr9Nk7,01:34,01:45,"we 're going instead , you 're gon na dochemoand we 'll see how you respond to chemoand from the chemo . Thenuh , we 'll , probably just remove one lobeof your wrong .If you respond well to it now , what i",,,,,,,,,
llk-qgIr9Nk8,01:48,01:57,"understand what they were looking at um, because they they show you the report .Well , they do n't show you the wholereport . They just show you a piece ofpaper and like something is circled onit andand you 're not like . I said you do n't",,,,,,,,,
llk-qgIr9Nk9,01:58,02:08,"know what you 're hoping for you 'rehoping there 's something there 's notsomething there .What what does it all mean in myparticular case, they 're talking about the pdl1 level, which is indicative",,,,,,,,,
llk-qgIr9Nk10,02:09,02:22,"as to uh how you 're going to beresponding toamino immunotherapy , which wasjust at that point ? This was four yearsago , just at that point , starting to comeonlineum , so , based on that they decided . I was",,,,,,,,,
llk-qgIr9Nk11,02:25,02:38,"going to do some some chemo , sothey calculated up the correct chemococktail for me and i did three roundsof chemoi , after the three rounds of chemo , i wasresponding well to itand we were able to just remove one lobe",,,,,,,,,
llk-qgIr9Nk12,02:41,02:53,"of my Lung and so we removed thelower left lobe of money . Okay , so thechemo was effective . Can youdo you remember what that chemo cocktailwas and if you could describe, was it inpatient outpatient ? How long theinfusions were and was it all ivy",,,,,,,,,
llk-qgIr9Nk13,02:57,03:10,"yeah ? I went in and i had a porch put inum , which they they kind of like put uphere uhand they did n't . Let me pick where theport went .I i was not too . I had kind ofmentally and emotionally prepared to",,,,,,,,,
llk-qgIr9Nk14,03:13,03:22,"have my whole lung removed .Um had gone through all the testingaround it because they send you throughbreathing tests where they put you inkind of like, like the soundproof move thing , and thenthey have you breathing . In and out of a",,,,,,,,,
llk-qgIr9Nk15,03:24,03:36,"tubeum and uh - and i was - i - was kind ofmentally emotionally prepared for that, so when they hit me another direction , iwasit was all over again . It was like i idid n't know how to react . They did n't",,,,,,,,,
llk-qgIr9Nk16,03:38,03:51,"know what to think . I was n't quite surewas this good . Was this fan , i do n't evenknow what it wasuh and so that was it wasit 's a very it 's very stressful and foranybody to tell you it 's not stressfuland well do n't worry . It is what it is",,,,,,,,,
llk-qgIr9Nk17,03:53,04:05,": it 's , oh , it 's , stressfuland waiting is hard yeah . Soso they were able to decide that that 'swhat we were going to do and we went inand had umi had . Let 'S see what did i have . I had alympha and i had cis platinum",,,,,,,,,
llk-qgIr9Nk18,04:08,04:22,"and this plant is a type of job . It 'Splatinum basedand it 's a kind of an old school fail umas far as chemo is concerned , but it 'salso known to kind of cause , some hearingproblems and so prior to going in forany sort of um chemo . I had to go in and",,,,,,,,,
llk-qgIr9Nk19,04:25,04:38,"have a hearing testand yeah and um .The plan will give you um tinnitus andyou can actuallyget hearing aids from as a result of it .So i did thatuh . Then , when i was going in for the",,,,,,,,,
llk-qgIr9Nk20,04:40,04:58,"chemo, my mom had breast cancer . I mean mymother went through radiationin the 90s . She went through chemo .She had a mastectomy uh . He was scaredto die . I was scareduh i did . I was afraid it was gon na hurt .",Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk21,05:01,05:16,I was afraid what was gon na happen . Idid n't want to lose my hair .I did n't want . I mean my youngest wasabout to graduatefrom college .I was really scared .I did n't need to be scared . I,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk22,05:19,05:30,really should n't have been scared . I wishi had reached outto somebody and asked i wished i had . Iwish i had the guts to ask my nursenavigator .I wish i had reached out to somebody whohad been through it in the lung cancer,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk23,05:32,05:43,"community .I wish i knew where to go to get thatinformation .The chemo they put the port in my chemolasted around eight hours . I had to doblood tests for a couple days beforehand, make sure",Community,SocialActivity,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk24,05:44,05:58,"everything , my liver and all thesefunctions were all right, um and then get you all jacked up onsome version of steroids .They did n't understand that at the timeum , and so i had to take you - know acertain course of certain medication",,,,,,,,,
llk-qgIr9Nk25,06:00,06:09,"leading up to it , and then they gave methey they clean up the porch and thentheythey infuse it and you 're there . I thinki was there close to eight hours everytime, um , as the biggest fear i think i had was .",Fear,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk26,06:12,06:26,"It was gon na hurt going inand i 'm here to tell you it did n't hurt .I think it was .I sit around watch tv and it was playingaround in my ipad the whole time .So it was you know , and it was reallyquite comfortable . I was n't even cold , i",,,,,,,,,
llk-qgIr9Nk27,06:28,06:42,"did n't even do chemo right . I was n't evencold like in the movies .I was hot , so um, so so terry um , it 's funny . You mentionedthat because weare our , you know , notion , preconceivednotions of chemo or what we see in the",,,,,,,,,
llk-qgIr9Nk28,06:44,06:52,"movies, and i think that 's you know funny you 're, like i 'm supposed to be cool . I 'Msupposed to these are the things thatare happening : they 're notum , so you were in . Was it a clinic orwere you in the hospital for these",,,,,,,,,
llk-qgIr9Nk29,06:53,07:03,"infusions ?Well , it was a . It was a clinic justspecificfor chemo in infusions and they did n'tdojust in chemo infusions if you weregetting like um a blood transfusion",,,,,,,,,
llk-qgIr9Nk30,07:05,07:16,"or like maybe iron or different thingslike that , and so it was n't justcancer patients right . It was everyonewho needed to do it . It was differentpeople that were had different thingsthat were going on, yeah , right and so um . So it was about",,,,,,,,,
llk-qgIr9Nk31,07:19,07:29,"eight hours that dayof the actual infusion for the twodifferentuh for olympia and cisplatin , andhow many uh you said you had threerounds . So was it one dayhow much time did you have off and when",,,,,,,,,
llk-qgIr9Nk32,07:32,07:44,"um in that time , did youfeel any other side effects yeah ikept getting weight like i said i justtotally , idid it all wrong . I i gained weight . I washot .My hair did n't fall out , thinner , um",,,,,,,,,
llk-qgIr9Nk33,07:48,08:00,"and , and i and i kept getting weighed umno . I did it was about about three weeksbetween each cycle, and so it was like i would do like on athursday and then like three weeks later .I do it againum and i you do n't , i did n't , feel lousy",,,,,,,,,
llk-qgIr9Nk34,08:03,08:15,"at first . I did n't feel lousy until likeday three or day , four, and that 's when i really felt kind ofkind of miserablebut um it was . I again it 's from themovies .I was completely convinced i was gon na",,,,,,,,,
llk-qgIr9Nk35,08:18,08:31,"be throwing up .I was n't throwing up . I did n't feel ontop of my game . I 'M not gon na lie, but um iit was n't . It was n't like it reallywas n't like in the movieright right and it was n't like it hurt",,,,,,,,,
llk-qgIr9Nk36,08:33,08:43,"going in like i wasreally really afraid it was going toright right . It was more the anxiety thatwasthat was hard to manage . It is , and youknow i 'm not gon na lie when, when you feel kind of lousy like that",Anxiety,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk37,08:45,08:58,"and then every time you gogoing and doing it again , okay , it gets alittle hard .If you know what 's going to expect , youknow , what 's going to happenand you come home and if you 're flashingthis picture here",,,,,,,,,
llk-qgIr9Nk38,08:59,09:13,", this was after chemo cycle number two . Doi even looksick ? I mean i do n't .This is not my julia roberts moment fromlike the movies , where she 's throwing upover the toilet . This is a couple hoursafter the",,,,,,,,,
llk-qgIr9Nk39,09:13,09:23,"after the second chemo i had my daughterjustgot a puppy and brought it over for usto take a look at, and you know you just do n't feel thatway . You justyou 're all jacked up on on the on",,,,,,,,,
llk-qgIr9Nk40,09:25,09:35,"steroids , and so you do n't feel thathorribleright right in the steroids why you gainweight . I gained weight too . Honestly .I had that same experience . I was likei 'm gon na lose a lot of weight right .Nope",,,,,,,,,
llk-qgIr9Nk41,09:36,09:47,"did n't happen , nope and you know youdo n't lose the weightand you know , and the funny thing is thatyou know all those things that your momkind of always told you to do . You know: try and sleep well , drink lots of waterand exercises stuff . Those things are",Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
llk-qgIr9Nk42,09:50,10:00,"really important to try and do duringduring all this , and even though you maynot be running marathons, you can drink water and stay hydrated, and you can try and move around a littlebitbecause it really does help your it does",,,,,,,,,
llk-qgIr9Nk43,10:01,10:13,"help your Body to feel better, absolutely and flush out that the toxinsas well right - that 's something i wish ihad done more of for sureum . So so terry you 'd go through thesethree cycles of the chemo .What happens next ? Do they do a scan to",,,,,,,,,
llk-qgIr9Nk44,10:16,10:28,"see ? What 'S going on, i see there 's a surgery on the way talkabout how your oncologistuh described the plan to you yeah . Iresponded very wellto to the chemo um . Now their idea verywell does n't mean they felt like running",,,,,,,,,
llk-qgIr9Nk45,10:30,10:42,"a marathon , but it does mean that my, but it was starting to kill the cancer, and so that was good, but the cancer was n't completely gonesince i was responsive , weand we found that out from Doing a scamand based on that we went in and just",,,,,,,,,
llk-qgIr9Nk46,10:44,10:58,"did just the low backto me , my my youngest one graduated fromcollege . So we kind of delayed thingsa little bit so that i could attend hergraduationand went in uh to have that donein may of 2017. and uh . I was in the",,,,,,,,,
llk-qgIr9Nk47,11:01,11:12,"hospital foraround 10 days , okay and before we diveintothe lobectomy and the prep and therecovery . I forgotyou , you had been stage 3a and forgot toask",,,,,,,,,
llk-qgIr9Nk48,11:12,11:23,": when did the staging come back for youandyou know how did that impact thetreatment decisions ?Well initially , when i had that fluidthey were really concerned . They , thedoctors , were very concerned that it",Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
llk-qgIr9Nk49,11:25,11:36,"might be stage four, and so we had to operate under the .They were presuming that it was going tobe stage four .Until all the tests came back with thebiomarkerand and reading the fluid and whatever",,,,,,,,,
llk-qgIr9Nk50,11:38,11:50,"magic . It is that happens back there, that 's when , when the flu came back andit was n't metastatic , that 's when theydetermined that it was stage threeum and i think that that factored intoit all , buti just kind of i was just being a good",,,,,,,,,
llk-qgIr9Nk51,11:52,12:03,"patient and Kind of showing upyeah um . Now i can look back and now , ifsomebody was to ask me to be like well, you might want to get a second opinion .You might want to knowthis question and have this answer um, but",,,,,,,,,
llk-qgIr9Nk52,12:04,12:13,at the time i just kind of just keptgoing through .What are the a couple of the questionsyou think are important that you wishyou hadwould have asked at the time . Are thereany ?,,,,,,,,,
llk-qgIr9Nk53,12:15,12:31,"I wish that had actually asked for thefull biomarker testingto see what that report was andasked the questions about it . Umcamper runs in my family , but i had donegenetic testing . I did n't understand .This is different testing business",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk54,12:34,12:46,"testing . That isbased on the genomics , the mutationswithin the actual pathology of yourcancer .It 'S not necessarily um your mind . What, like you get fromyour parents right from your your dna .",,,,,,,,,
llk-qgIr9Nk55,12:49,13:01,"There may be some characters that gointo that , but that 's not what they 'relooking for . I wish i had that .I also wish i had evaluated a little bitbetter . As far as i mean i was veryfortunate . I ended up with a with a greatsystem and a great doctor",,,,,,,,,
llk-qgIr9Nk56,13:03,13:22,", but i do wish i had thoughtuh , like a researcher somebody from youknow that was specific to longspecific to that particular areauh , because there 's been so manyadvances in lung cancer , in Particular inthe last five years",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk57,13:24,13:40,", this has changed so much so dramaticallythat a lot of current a lot of doctorsare not current on the treatments at all .I really wish i had done that soonerand even if it had we stuck with thesame program of attack, i do think it would have given me more",Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
llk-qgIr9Nk58,13:42,13:52,confidence that things were going to goalong betterand the third thing i probably wish iwould have Done isreally not been afraid to ask thequestions rightreally really and if i did n't understand,,,,,,,,,
llk-qgIr9Nk59,13:55,14:07,"like pursue it a little bit more rightand if that means getting involved withthe local , you know it was with somebodylike me . I do phone buddy stuffor with one of the big longorganizations or reading and watchingthese shows",,,,,,,,,
llk-qgIr9Nk60,14:09,14:20,"that 's really what it takes to kind ofget that information .Okay . Now , that 's those are all reallygood nuggets for people and we 're goingto delve into thatin our last segment too . So , especiallywith the whole genetic versus genomic . I",,,,,,,,,
llk-qgIr9Nk61,14:22,14:34,"mean i did n't know either right i waslike . Is that interchangeableno completely different , so um ? So , thankyou for sharing that terryum , okay , so the lobectomy umpeople are a little nervous when theythink about these sorts of surgeries",,,,,,,,,
llk-qgIr9Nk62,14:36,14:49,"right .Do you remember , could you just sort ofdescribe the prep going into itand what you remember coming out of itand how recovery wasnow when you 're going into somethingand i 've already been through the three",,,,,,,,,
llk-qgIr9Nk63,14:51,15:05,"rounds of the chemouh , and we had we had n't Really talkedtoo much about what we 're going to doafter after i did . The lobectomy made mewith the dot with my medical schemeum . I went into it and i was really kindof excited",,,,,,,,,
llk-qgIr9Nk64,15:06,15:22,because it really felt likei was doing something like . I wasphysically removing this cancer from mybodyand it just really felt like it was thefirst time i had any sort of powerover it as opposed to just sticking,,,,,,,,,
llk-qgIr9Nk65,15:25,15:36,"stuff in my body .You know on a wing and a prayer that wasgoing to work and not knowing what 'sgoing on inside of your body, except from these scans . It really gaveme much more poweras far as the prop going into the",,,,,,,,,
llk-qgIr9Nk66,15:39,15:53,"the low back to me . It was , it washonestly like everything else , it 's thewaiting , that 's just brutal .You know you should get yourself sojacked up in your head .What 'S going to happen , what might happen ?What might be",,,,,,,,,
llk-qgIr9Nk67,15:55,16:05,"what about this ? What about that - and youknow , do i have my will done - do i need mywill donewhat about health care power attorney ?What is a health care power ?These are all really important issues, and these are probably things that we",,,,,,,,,
llk-qgIr9Nk68,16:06,16:17,"should have taken care of way before igot sick .This is n't just something they shouldnormally take care of , as he isas an adult right , but you do n't reallythink about until you getthat you know a really a real serious",,,,,,,,,
llk-qgIr9Nk69,16:20,16:31,"diagnosis, it 's not all on my head , it 's not just acold, it 's not ! You know whatever i did ordid n't doyou know . I ca n't fix this with kale orexercise .",Thinking,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk70,16:33,16:45,guidance again for people who are goingto have one themselves ?You know think of different approachesto how you handlelove activity . Now now it 's getting alittle bit more common to be able to dowhat they call,,,,,,,,,
llk-qgIr9Nk71,16:46,16:57,"wedge , resection or just kind of go inand just take out a piece of it or aportion of it . Okay, so not anybody ! Any two are reallycomparablein my particular case . They had to go inand",,,,,,,,,
llk-qgIr9Nk72,16:58,17:09,"like like cut me in is like like this . Ireally like i should n't . I do n't want tostay an l , because that i do n't like theway that soundsso we 're going to call it v. Okay , we 'regoing to call it a v across my shoulderblade",,,,,,,,,
llk-qgIr9Nk73,17:09,17:24,", so they could kind of go in and i couldget victoryover over that cancer , and so they wentand they cut that out and then theytook outand that punk included the cancer . I wasin the hospital for around",,,,,,,,,
llk-qgIr9Nk74,17:25,17:38,"10 days and i had i woke up and i was n'tmentally prepared for , like the tubescoming out of me .Um they did n't really hurt , but it wasjust kind of . I was surprisedbecause it just did n't cross my mind toask the question this to like what am i",,,,,,,,,
llk-qgIr9Nk75,17:40,17:51,going to wake up withright . I mean i just did n't know i knewi 'd be in the hospital for around a weekand uh . You know what was the recoverylike you 're laying in the hospitaleating their food watching theirtelevision,,,,,,,,,
llk-qgIr9Nk76,17:52,18:00,"and the only time that they haveanything for you is in the middle of thenight when you 're trying to get somesleep, i mean every other hospital , because it 'sJust like that , that 's rightget prepared for the midnight wakeups",Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
llk-qgIr9Nk77,18:02,18:14,"and right when you fall asleep . No, it 's time to check you again , um ! Thankyou for real, thank you for sharing that um , and i soafter the lobectomyand um . How long did it take to recoverat home by the way",,,,,,,,,
llk-qgIr9Nk78,18:15,18:28,"um to feel like you were back close to100 ?No , it 's really funny . Is that all all thewonderful people that i have in my life ?You know my bible study , ladiesand my friends and my family and theneighbors and people my husband worked",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Husband,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk79,18:30,18:39,withwere all trying to be very helpful andthe insurance company was reaching outto meand somehow it really becameoverwhelming . It felt like i needed asecretary to take care of all of it um,Insurance,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
llk-qgIr9Nk80,18:42,18:53,"and it reached the point where i had tosay thank youand then just not respond so that icould recover, because otherwise it felt like i justkept saying the same thing Over and overand over again",,,,,,,,,
llk-qgIr9Nk81,18:54,19:05,", and so that is kind of something to bewarned about right that as much as theylove youtake your space so that you can recover, because i found that wheni was just laying on the couch where iwas laying In bed - and i was at home",,,,,,,,,
llk-qgIr9Nk82,19:07,19:20,"- and i was recovering watching tv zoningin - and zoning out , as you kind of do whenyou 're not feeling that greatum it made me , feel better yeah uh .As far as the as far as like things thati had to do, i had this little breathing apparatus . Ah",,,,,,,,,
llk-qgIr9Nk83,19:23,19:35,", you know you . I ca n't remember thisbarometer or something you have to blowthis little ball in there , okay , to kindof fill up your lungsand at first it was uncomfortable, but the more that i did it , it felt likei needed it .",,,,,,,,,
llk-qgIr9Nk84,19:36,19:49,"It felt like a good burn . A good exerciseyou know kind of like when you get thatgood stretch . It was like it really feltlike it was starting to really stretchwell , that was helpful and um and at themore i just started kind ofmoving around like they said this was n't",Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
llk-qgIr9Nk85,19:52,20:03,"exercising . This was just kind of moving, you know , justjust you know some day , some days , the biglook . You know it was big exciting day, because i took a shower .You know so you 're not feeling fabulous, but at the same time",,,,,,,,,
llk-qgIr9Nk86,20:04,20:14,"you need . You need to be able to movearound and just do a little bit at thetimeand do a little bit more the next dayand if you 're not feeling so great, just doubt it down under much . That 'Sright . Small steps",,,,,,,,,
llk-qgIr9Nk87,20:15,20:26,"really important not to try and go forthe big win right : um, okay , so wow , so you you 're recovering athome .I see you go through chemo . One more timewas that part of the planit was well . She says it was part of the",,,,,,,,,
llk-qgIr9Nk88,20:28,20:41,"plan and my husband said it was a partof the plan , but the part of the planthat apparently i was n't listening to .So let that be the lesson right . You needto take notesand have other people there yeah . I meanthere 's right",Husband,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
llk-qgIr9Nk89,20:43,20:55,", but it was . I guess it was part of theplan , so they tell meand um and as a result of doing thefourth round of chemo , and it was thesame chemo cocktailum . I you know now now you 're more worndown from having the lobectomy . Now i was",,,,,,,,,
llk-qgIr9Nk90,20:57,21:10,"more worn down from having low bacteria, and then i did n'tdid the chemo , so that was a little bitharder thanit had been previously um . But idid a scan following that and i hadresulted so well .",,,,,,,,,
llk-qgIr9Nk91,21:11,21:22,"I had done so well that they decidedthat we could take the fork out, and so i could physically go in andactuallydid it over the fourth of july weekendbecause i felt like it was literallyindependence and when they said i could",,,,,,,,,
llk-qgIr9Nk92,21:23,21:34,"get it out . It was like - let 's just dothis now - i did n't want them to changetheir mind .So let 's get the port out and just makethis go away . Amazing, terry and i see that july . Then it 'sofficial",,,,,,,,,
llk-qgIr9Nk93,21:35,21:45,"no evidence of disease and that thatlasted for 18 monthsand and during that time , you 're goingfor scans every three months rightright , i 'm getting scanned every threemonths and talking to my doctorregularly",,,,,,,,,
llk-qgIr9Nk94,21:46,21:56,"- and you know when you 're , when you 'regoing through Initially , it seems likeyou 're at the doctor 's three four timesa week and sometimes you 're like gettingtwo doctors in one day , just because ofthe schedule andgetting a hearing test every time before",,,,,,,,,
llk-qgIr9Nk95,21:58,22:09,"you get the chemo and all this stuff .And when you get back to the point whereit 's like , okay , well , we 'll see you inthree months , it 's likewell wait a minute ! I'Ve been here allthis time . What am i going to dowith my schedule now , and it was a little",,,,,,,,,
