SegmentId,StartTime,EndTime,Transcript
MnIPpUiTcRc41,,,  thanks so much guy
gaoxXFju6uo1,0,0.17,  At some point in your life you are going to be called upon to give a speech .
gaoxXFju6uo1,,,  Now this might be at work this might be a best man 's speech at a wedding ; it doe n't
gaoxXFju6uo1,,,  matter where because if you ca n't do this without constantly looking down or looking
gaoxXFju6uo1,,,  to the PowerPoint to reference your note you are at a huge disadvantage .
gaoxXFju6uo1,,,  Not only doe it come across a inauthentic when you 're not communicating to the people
gaoxXFju6uo1,,,  eye to eye but if the PowerPoint break which I 've had happen you 're going to find
gaoxXFju6uo2,0.21,0.36,  yourself standing in front of a room full of people who are waiting for you to speak
gaoxXFju6uo2,,,  and you have nothing to say .
gaoxXFju6uo2,,,  So we want to avoid that and today I 'm going to teach you how .
gaoxXFju6uo2,,,  The first thing you need to do is to create an outline of your speech that is memory friendly .
gaoxXFju6uo2,,,  Now what doe this mean ?
gaoxXFju6uo2,,,  The first thing is that it 's chunked in a way that you can remember in your short memory .
gaoxXFju6uo3,0.41,0.53,  Chunks think of it like this .
gaoxXFju6uo3,,,  If I were to tell you a phone number that 's 10 digit .
gaoxXFju6uo3,,,  You 'll probably find that whenever you hear a phone number you 've got to write it down
gaoxXFju6uo3,,,  or you got to remember the first half and ask your friend to remember the second half
gaoxXFju6uo3,,,  and then you type it into the phone .
gaoxXFju6uo3,,,  That 's because there 's 10 chunk .
gaoxXFju6uo4,0.55,1.15,  That 's too many for most people .
gaoxXFju6uo4,,,  Most people can handle anywhere from 5 to 9 chunk .
gaoxXFju6uo4,,,  I play it safe most of my video I had anywhere from 3 to 5 chunk that I have so your first
gaoxXFju6uo4,,,  piece is get an outline 3 to 5 bullet point but these point need to in your head feel
gaoxXFju6uo4,,,  like they flow clearly from one to another .
gaoxXFju6uo4,,,  This piece is very important .
gaoxXFju6uo5,1.16,1.29,  This is how you avoid memorization .
gaoxXFju6uo5,,,  It just kind of flow out of you .
gaoxXFju6uo5,,,  So if I 'm doing a piece on conversation I 'm going to do it in chronological order .
gaoxXFju6uo5,,,  That make sense to me right ?
gaoxXFju6uo5,,,  So the first thing is you approach someone the second thing is what do you say to start
gaoxXFju6uo5,,,  the conversation the third thing is what do you do when you run out of thing to say
gaoxXFju6uo6,1.32,1.43,  and finally how do you say goodbye right ?
gaoxXFju6uo6,,,  That make sense to me .
gaoxXFju6uo6,,,  If you 're giving a pitch and you 're at a meeting right ?
gaoxXFju6uo6,,,  And you 're trying to figure out how to structure thing maybe you think about it from the
gaoxXFju6uo6,,,  customer 's perspective .
gaoxXFju6uo6,,,  First they 're gon na hit the marketing team then they 're gon na finally meet the sale team .
gaoxXFju6uo7,1.47,2.06,  And once they get sold they 're gon na go to the deliverable team .
gaoxXFju6uo7,,,  Whatever it is the piece should flow naturally in your head .
gaoxXFju6uo7,,,  That will save you so much memorization work down the line that 's why I avoid memorizing .
gaoxXFju6uo7,,,  The second piece is that once you have these bullet you flush them out .
gaoxXFju6uo7,,,  I will actually go in and I type everything that I can think of underneath each bullet .
gaoxXFju6uo7,,,  That includes story thing that I want to get detail that I might not have thought of .
gaoxXFju6uo8,2.09,2.21,  That 's gon na help me communicate my main point .
gaoxXFju6uo8,,,  But more importantly this give me a chance to edit the one that I do n't spend time on .
gaoxXFju6uo8,,,  You 've seen this before .
gaoxXFju6uo8,,,  This is when I rambled .
gaoxXFju6uo8,,,  This is when you ramble .
gaoxXFju6uo8,,,  So the really key point is to find your detail and then to cut the one that do n't support
gaoxXFju6uo9,2.27,2.38,  your purpose .
gaoxXFju6uo9,,,  It 's not to memorize all these by the way we just want to get it out on paper .
gaoxXFju6uo9,,,  That 's the second piece .
gaoxXFju6uo9,,,  The third piece is now you 've got a speech written for you right ?
gaoxXFju6uo9,,,  It 's got these chunk .
gaoxXFju6uo9,,,  It 's got the detail .
gaoxXFju6uo10,2.39,3.01,  The third thing is to go through it and subvocalize the entire thing referencing your high
gaoxXFju6uo10,,,  bullet point but without visual cue .
gaoxXFju6uo10,,,  I realized that last since I had a lot of weird word in it let 's break it down .
gaoxXFju6uo10,,,  So first off you want it you 've got your main bullet point but you 're not memorizing this .
gaoxXFju6uo10,,,  You 're going through this speech and it 's gon na change a little bit every time  critically important .
gaoxXFju6uo10,,,  People who try to memorize word for word they blow it because they get off one word
gaoxXFju6uo11,3.05,3.21,  and they ca n't get back on the next sentence .
gaoxXFju6uo11,,,  We all want to have like these main point that we 're memorizing .
gaoxXFju6uo11,,,  When I say subvocalize though that mean that you go through it and just kind of you
gaoxXFju6uo11,,,  know whisper to yourself .
gaoxXFju6uo11,,,  You go through the whole speech like that .
gaoxXFju6uo11,,,  Again not going through it word for word for what you have on there but just hitting
gaoxXFju6uo12,3.24,3.43,  those main point but most importantly you do this without visual cue .
gaoxXFju6uo12,,,  I ca n't tell you how many people I have seen think that they 're preparing for their speech
gaoxXFju6uo12,,,  by reading through it 20 time and then they get up there and there 's nothing they can
gaoxXFju6uo12,,,  do but read the speech .
gaoxXFju6uo12,,,  Or more common in the corporate world people do n't even realize they 're doing it a they
gaoxXFju6uo12,,,  click through a PowerPoint and they do n't realize that they 're taking cue from this
gaoxXFju6uo13,3.47,4.04,  PowerPoint a they go ; they have n't memorized anything .
gaoxXFju6uo13,,,  So if the PowerPoint go down they 've never had the exercise of actually connecting those
gaoxXFju6uo13,,,  piece in their brain .
gaoxXFju6uo13,,,  You need to go through it shut your laptop whatever and just kind of talk through it to
gaoxXFju6uo13,,,  yourself in your own word the only thing you need to worry about are those main point
gaoxXFju6uo13,,,  that should be memorized and should already connect .
gaoxXFju6uo14,4.07,4.24,  If they do n't connect rewrite the speech so that it make sense and put them in an
gaoxXFju6uo14,,,  order that sequence well and just click for you .
gaoxXFju6uo14,,,  You do n't want to be memorizing here .
gaoxXFju6uo14,,,  But there are thing that you have to memorize and that brings me to the fourth point .
gaoxXFju6uo14,,,  The two thing that I will memorize in just about any video that I do are the first sentence
gaoxXFju6uo14,,,  and the last sentence .
gaoxXFju6uo15,4.27,4.37,  You got to nail the first sentence .
gaoxXFju6uo15,,,  Its got to have a hook .
gaoxXFju6uo15,,,  You want it to be interesting .
gaoxXFju6uo15,,,  Do n't rift it so get your first sentence down word for word .
gaoxXFju6uo15,,,  And sometimes I 'll even get the first two or three sentence down because my intro
gaoxXFju6uo15,,,  tend to be something that I stick on to these video after I come up with the concept .
gaoxXFju6uo16,4.41,4.53,  And of course the last sentence ; we 've all been part of a speech where the person did
gaoxXFju6uo16,,,  a good job but at the end they just kind of stood there and like `` ... and that 's the end
gaoxXFju6uo16,,,  of my speech .
gaoxXFju6uo16,,,  Thank you '' right ?
gaoxXFju6uo16,,,  That will blow it .
gaoxXFju6uo16,,,  You do n't have to say `` Thank you that 's the end of my speech '' to cue the applause .
gaoxXFju6uo17,4.57,5.1,  You want to have something that ha a tone a finality .
gaoxXFju6uo17,,,  If you 've watched this channel you know that I do this all the time .
gaoxXFju6uo17,,,  This is not a special one it 's just I 'm used to it .
gaoxXFju6uo17,,,  I say `` Okay so I hope that you guy have enjoyed this video and I 'm looking forward
gaoxXFju6uo17,,,  to seeing you in the next one . ''
gaoxXFju6uo17,,,  That is how I know that I 'm done .
gaoxXFju6uo18,5.11,5.27,  It 's how you know that I 'm done .
gaoxXFju6uo18,,,  And then of course YouTube tell you that I 'm done when the video stop .
gaoxXFju6uo18,,,  But memorize word for word first sentence last sentence that 's going to give you the
gaoxXFju6uo18,,,  sort of bumper on either end .
gaoxXFju6uo18,,,  And that 's how you can speak for 10 minute at a time without actually having to memorize
gaoxXFju6uo18,,,  that much .
gaoxXFju6uo19,5.28,5.42,  I do it all the time .
gaoxXFju6uo19,,,  I 've just done it right here and I hope that you 've seen the example in it a I 've gone
gaoxXFju6uo19,,,  through it .
gaoxXFju6uo19,,,  So if you guy have liked this video go ahead now and if you have not done so subscribe to the channel .
gaoxXFju6uo19,,,  It 's going to get more tip like this we do public speaking we do conversation how
gaoxXFju6uo19,,,  to be your most charismatic self how to be more confident in situation when you 're not
gaoxXFju6uo20,5.46,6.01,  feeling it ; basically everything that fall under the realm of socializing and personal
gaoxXFju6uo20,,,  development ; that stuff that I 'm interested in and want to help you with .
gaoxXFju6uo20,,,  So go ahead and subscribe .
gaoxXFju6uo20,,,  You need to get our newest video including Charisma Breakdowns and again these talking
gaoxXFju6uo20,,,  head style video .
gaoxXFju6uo20,,,  A question for you guy and for a request is that you write in the comment thing that
gaoxXFju6uo21,6.06,6.2,  you 'd like to see me do .
gaoxXFju6uo21,,,  And this video wa one that I got a lot of question about how do I do these video without cutting .
gaoxXFju6uo21,,,  This is how .
gaoxXFju6uo21,,,  But it also wa related to another group of question I got which I 'm not sure that I
gaoxXFju6uo21,,,  want to cover but I 'm going to throw it back to you guy .
gaoxXFju6uo21,,,  People are asking about  there are question about YouTube like you know how do you set
gaoxXFju6uo22,6.24,6.38,  up the channel ?
gaoxXFju6uo22,,,  What make a good video and what go into it ?
gaoxXFju6uo22,,,  And I 've learned a little bit about not only you know the psychology behind it which
gaoxXFju6uo22,,,  is my bag but also how to do it at a technical level .
gaoxXFju6uo22,,,  So if you 're interested in either of those the psychological piece that might go into
gaoxXFju6uo22,,,  making a video that 's shared virally or if you 're just into the technical aspect of it
gaoxXFju6uo24,6.43,7.06,  let me know .
gaoxXFju6uo24,,,  I do n't want to change the main thrust of this channel but maybe we can have some sort
gaoxXFju6uo24,,,  of you know Wednesday video that is related to YouTube .
gaoxXFju6uo24,,,  I 'm not forcing it down your throat though .
gaoxXFju6uo24,,,  I only want this channel to be something that help the most number of people .
gaoxXFju6uo24,,,  So you let me know in the Comments with up vote and comment what you want to see .
gaoxXFju6uo24,,,  If it 's something else go ahead and write that too .
gaoxXFju6uo24,,,  So thank you guy for that .
gaoxXFju6uo24,,,  It 's gon na help me direct the channel and of course I hope that you 've enjoyed this
gaoxXFju6uo24,,,  video and I 'm looking forward to seeing you in the next one
d812a7qG9Kw1,0,0.11,   The way you practice a presentation
d812a7qG9Kw1,,,  directly influence the outcome .
d812a7qG9Kw1,,,  So in this video we 're going to talk about
d812a7qG9Kw1,,,  how to practice a speech .
d812a7qG9Kw1,,,  Let 's get into those detail .
d812a7qG9Kw1,,,  ( soft music )
d812a7qG9Kw2,0.15,0.27,  Hello there friend .
d812a7qG9Kw2,,,  Alex Lyon and we are at the end of a three series
d812a7qG9Kw2,,,  on public speaking this month .
d812a7qG9Kw2,,,  The first video is on the importance of public speaking .
d812a7qG9Kw2,,,  The one before this is on how to improve
d812a7qG9Kw2,,,  and this one is specifically on how to practice a speech .
d812a7qG9Kw3,0.3,0.42,  So let 's get into the five way
d812a7qG9Kw3,,,  that I recommend you practicing a speech
d812a7qG9Kw3,,,  and at the end of this video you may wan na stick around
d812a7qG9Kw3,,,  because I have a couple of resource to suggest
d812a7qG9Kw3,,,  to help you move your public speaking to the next level .
d812a7qG9Kw3,,,  So the first way to practice a speech
d812a7qG9Kw4,0.44,0.59,  is to practice from an outline .
d812a7qG9Kw4,,,  Not word for word note .
d812a7qG9Kw4,,,  I 've given some version of this tip
d812a7qG9Kw4,,,  in a lot of different video but let 's say it clearly .
d812a7qG9Kw4,,,  You must practice from an outline a bare bone outline
d812a7qG9Kw4,,,  if you want to sound conversational
d812a7qG9Kw5,1.01,1.11,  which is really what your listener want from you .
d812a7qG9Kw5,,,  They do n't want you to read your speech
d812a7qG9Kw5,,,  they do n't want you to sound like you 've memorized it .
d812a7qG9Kw5,,,  They want a conversation .
d812a7qG9Kw5,,,  And the way to get there is this .
d812a7qG9Kw5,,,  You take whatever note you have to prepare at first
d812a7qG9Kw6,1.14,1.27,  your first few draft
d812a7qG9Kw6,,,  and then you just keep cutting them down over and over again
d812a7qG9Kw6,,,  every time you practice
d812a7qG9Kw6,,,  until all you 're left with is a bulleted outline
d812a7qG9Kw6,,,  of your key point that you are going to hit .
d812a7qG9Kw6,,,  That 's all you really want in the end .
d812a7qG9Kw7,1.29,1.39,  And that way you have a safety net to fall back on
d812a7qG9Kw7,,,  so you wo n't ever lose your place .
d812a7qG9Kw7,,,  You can just glance down at your note
d812a7qG9Kw7,,,  and then bounce your eye right back up
d812a7qG9Kw7,,,  and present from an outline .
d812a7qG9Kw7,,,  That 's the best way .
d812a7qG9Kw8,1.4,1.48,  Practice from an outline
d812a7qG9Kw8,,,  and in the end present like an outline .
d812a7qG9Kw8,,,  One of the thing I will do in fact is
d812a7qG9Kw8,,,  so I do n't sound like I 've memorized it
d812a7qG9Kw8,,,  I do n't sound like a robot
d812a7qG9Kw8,,,  is every time I practice
d812a7qG9Kw9,1.5,2.04,  I might say it a little differently on purpose
d812a7qG9Kw9,,,  so that I 'm not tempted to memorize .
d812a7qG9Kw9,,,  So do n't try to put it word for word do n't try to memorize .
d812a7qG9Kw9,,,  Talking point only and practice from that kind of outline .
d812a7qG9Kw9,,,  The number two tip on how to practice
d812a7qG9Kw9,,,  is to spread out your practice session over time .
d812a7qG9Kw10,2.08,2.2,  Do n't cram the night before .
d812a7qG9Kw10,,,  Do n't cram the morning before your presentation .
d812a7qG9Kw10,,,  I recommend spreading your practice session out
d812a7qG9Kw10,,,  over three day .
d812a7qG9Kw10,,,  The idea is to practice about three time each day
d812a7qG9Kw10,,,  over those three day .
d812a7qG9Kw11,2.21,2.32,  I like to practice about 10 time
d812a7qG9Kw11,,,  before I stand up and speak
d812a7qG9Kw11,,,  and it 's really easier to do if you spread it out .
d812a7qG9Kw11,,,  A lot of great thing happen
d812a7qG9Kw11,,,  when you spread out your practice session .
d812a7qG9Kw11,,,  The first thing that happens to me is it calm me down .
d812a7qG9Kw12,2.35,2.46,  It say to me hey there 's time .
d812a7qG9Kw12,,,  So if my earliest few practice session practice time
d812a7qG9Kw12,,,  do n't go so well I say hey there 's time .
d812a7qG9Kw12,,,  No problem I got a few more day .
d812a7qG9Kw12,,,  I 'll work out these kink .
d812a7qG9Kw12,,,  Another great thing that happens is
d812a7qG9Kw13,2.48,2.56,  let 's say I 've practiced it three time
d812a7qG9Kw13,,,  and then I sleep on it .
d812a7qG9Kw13,,,  Oftentimes in the middle of the day
d812a7qG9Kw13,,,  I 'm doing other thing I 'm washing dish
d812a7qG9Kw13,,,  my brain keep working on it
d812a7qG9Kw13,,,  and keep figuring out better way to say something
d812a7qG9Kw14,2.59,3.1,  or a quicker way to get to the point .
d812a7qG9Kw14,,,  So in that downtime I believe that our brain
d812a7qG9Kw14,,,  are still working on it
d812a7qG9Kw14,,,  and we benefit from that downtime a well .
d812a7qG9Kw14,,,  The other great thing about breaking up
d812a7qG9Kw14,,,  your practice session is it help me
d812a7qG9Kw15,3.12,3.25,  with my composure in the moment .
d812a7qG9Kw15,,,  Because it feel to me like muscle memory with an athlete
d812a7qG9Kw15,,,  that I 've done this before .
d812a7qG9Kw15,,,  I 've been doing this presentation for day .
d812a7qG9Kw15,,,  So it really help me stay composed and in the moment .
d812a7qG9Kw15,,,  So spread out those practice session three time a day
d812a7qG9Kw16,3.28,3.39,  over three day .
d812a7qG9Kw16,,,  That usually is about what you need .
d812a7qG9Kw16,,,  The number three tip is to focus
d812a7qG9Kw16,,,  on only one or two improvement
d812a7qG9Kw16,,,  each time you practice it through .
d812a7qG9Kw16,,,  So you might just work on your structure and your outline
d812a7qG9Kw17,3.41,3.53,  in the first few time through that 's normal .
d812a7qG9Kw17,,,  The next few time through just pick one or two thing
d812a7qG9Kw17,,,  like oh now I 'm just gon na work on looking up
d812a7qG9Kw17,,,  form my outline eye contact for example .
d812a7qG9Kw17,,,  The next time through you might just work on gesture
d812a7qG9Kw17,,,  and your posture a little bit .
d812a7qG9Kw18,3.54,4.06,  Every time you practice
d812a7qG9Kw18,,,  add one or two thing you wan na improve on
d812a7qG9Kw18,,,  because when you add too many thing all at once
d812a7qG9Kw18,,,  when you try to get it perfect every time you practice
d812a7qG9Kw18,,,  you 're going to get paralyzed
d812a7qG9Kw18,,,  because you ca n't really improve more than one thing
d812a7qG9Kw19,4.09,4.21,  or maybe two thing in any given practice session
d812a7qG9Kw19,,,  so focus on improvement
d812a7qG9Kw19,,,  and then start checking those off the list .
d812a7qG9Kw19,,,  And then your fundamental will all be in place
d812a7qG9Kw19,,,  by the time you actually stand up to present .
d812a7qG9Kw19,,,  Number four tip is to keep practice session realistic .
d812a7qG9Kw20,4.26,4.41,  Do not for example the whole time you 're practicing
d812a7qG9Kw20,,,  isolate yourself completely and make condition perfect .
d812a7qG9Kw20,,,  Because what end up happening in the moment
d812a7qG9Kw20,,,  of your actual presentation is it wo n't go perfectly .
d812a7qG9Kw20,,,  People will walk in late
d812a7qG9Kw20,,,  or they 'll get up to use the bathroom
d812a7qG9Kw21,4.43,4.55,  or there 'll be somebody
d812a7qG9Kw21,,,  with a lawn mower outside your window .
d812a7qG9Kw21,,,  In fact I 've been recording this morning
d812a7qG9Kw21,,,  and there is a neighbor working with a chainsaw nearby
d812a7qG9Kw21,,,  that keep distracting me but you just power through it .
d812a7qG9Kw21,,,  So after a few time practicing alone
d812a7qG9Kw22,4.57,5.09,  what I end up doing when I practice
d812a7qG9Kw22,,,  is I add distraction on purpose .
d812a7qG9Kw22,,,  Like I will put the television or some music on
d812a7qG9Kw22,,,  and then I 'll talk over that
d812a7qG9Kw22,,,  because it creates a little bit of noise
d812a7qG9Kw22,,,  and distraction for me to cope with
d812a7qG9Kw23,5.1,5.23,  and I know that if I can practice through those distraction
d812a7qG9Kw23,,,  that during the actual moment I 'll be ready to push through .
d812a7qG9Kw23,,,  Even if something weird or odd happens
d812a7qG9Kw23,,,  it wo n't throw me off a much .
d812a7qG9Kw23,,,  So keep practice session realistic .
d812a7qG9Kw23,,,  And the number five tip is to visualize the first 30 second
d812a7qG9Kw24,5.28,5.4,  and the last 30 second of your presentation .
d812a7qG9Kw24,,,  So by visualization I mean the way a sport athlete doe it .
d812a7qG9Kw24,,,  So you picture yourself walking up
d812a7qG9Kw24,,,  through that first 30 second of the moment
d812a7qG9Kw24,,,  starting off your presentation
d812a7qG9Kw24,,,  and then the last 30 second how you 're gon na close .
d812a7qG9Kw25,5.43,5.55,  So athlete do this with great success .
d812a7qG9Kw25,,,  There is a study by Laure Ecard published in the 1980s
d812a7qG9Kw25,,,  and a lot of other study like it
d812a7qG9Kw25,,,  on basketball free throw shooting
d812a7qG9Kw25,,,  and they found people that only visualized
d812a7qG9Kw25,,,  actually did improve a little bit .
d812a7qG9Kw26,5.57,6.08,  People who practiced free throw basketball free throw
d812a7qG9Kw26,,,  improved a little more .
d812a7qG9Kw26,,,  But athlete who did both
d812a7qG9Kw26,,,  they visualized and they practiced
d812a7qG9Kw26,,,  did the most improvement out of any of the group .
d812a7qG9Kw26,,,  So by visualizing the first 30 second and last 30 second
d812a7qG9Kw27,6.12,6.22,  you 're going to be boosting
d812a7qG9Kw27,,,  your overall performance up quite a bit
d812a7qG9Kw27,,,  even if you do n't get to practice it a few extra session .
d812a7qG9Kw27,,,  So those are the five tip I recommend
d812a7qG9Kw27,,,  in term of how to practice for a speech .
d812a7qG9Kw27,,,  These are the one I use personally
d812a7qG9Kw28,6.24,6.35,  and I have coached a lot of people over the year
d812a7qG9Kw28,,,  to use them and they really do work
d812a7qG9Kw28,,,  so put them into practice a soon a possible .
d812a7qG9Kw28,,,  So I mentioned a couple of resource at the beginning
d812a7qG9Kw28,,,  I wanted to tell you about that are for you .
d812a7qG9Kw28,,,  The first one is a free PDF download .
d812a7qG9Kw29,6.38,6.47,  It 's instant tip to make you a more confident
d812a7qG9Kw29,,,  and composed public speaker .
d812a7qG9Kw29,,,  You put your email address in
d812a7qG9Kw29,,,  and I email you those instant tip .
d812a7qG9Kw29,,,  It 's a PDF download .
d812a7qG9Kw29,,,  The second resource is a full course that I have created
d812a7qG9Kw30,6.5,7.01,  called Present Like a Pro .
d812a7qG9Kw30,,,  It 's a whole course and it 's designed to help you become
d812a7qG9Kw30,,,  a top 10 % speaker in your professional setting
d812a7qG9Kw30,,,  so if you really want to get into it
d812a7qG9Kw30,,,  I invite you to check that out .
d812a7qG9Kw30,,,  The link to all these resource
d812a7qG9Kw32,7.03,7.16,  are in the description below the video .
d812a7qG9Kw32,,,  So question of the day how do you recommend practicing
d812a7qG9Kw32,,,  your presentation that help you the most ?
d812a7qG9Kw32,,,  I would love to hear your thought on what help you
d812a7qG9Kw32,,,  in that section below the video .
d812a7qG9Kw32,,,  I look forward to reading those comment .
d812a7qG9Kw32,,,  So thanks god bless and I will see you soon .
eRg3Nq2kRug1,0.16,0.3,  whatever the size of your audience a
eRg3Nq2kRug1,,,  one a small group or even a large
eRg3Nq2kRug1,,,  scale theatre presentation it 's really
eRg3Nq2kRug1,,,  important that you 're happy with your
eRg3Nq2kRug1,,,  environment so often the lectern is in
eRg3Nq2kRug1,,,  the wrong place or you 're unhappy with
eRg3Nq2kRug2,0.32,0.43,  where the powerpoint is positioned if
eRg3Nq2kRug2,,,  this is the case it 's really important
eRg3Nq2kRug2,,,  that you fix it before you start the
eRg3Nq2kRug2,,,  main thing is that you can see your
eRg3Nq2kRug2,,,  audience and you can be seen by your
eRg3Nq2kRug2,,,  audience be happy with the sight line
eRg3Nq2kRug3,0.45,1.03,  and make sure that you can be heard by
eRg3Nq2kRug3,,,  everyone in the room the most important
eRg3Nq2kRug3,,,  thing to remember about power point is
eRg3Nq2kRug3,,,  that it 's a visual aid it 's there to
eRg3Nq2kRug3,,,  assist your presentation the
eRg3Nq2kRug3,,,  presentation should always be about you
eRg3Nq2kRug4,1.05,1.21,  and not about the slide so remember the
eRg3Nq2kRug4,,,  Golden Rule le is more when it come
eRg3Nq2kRug4,,,  to the physical relationship with the
eRg3Nq2kRug4,,,  PowerPoint screen keep the body language
eRg3Nq2kRug4,,,  open create a triangle between your
eRg3Nq2kRug4,,,  audience yourself and the PowerPoint
eRg3Nq2kRug5,1.23,1.37,  screen never turn your back on the
eRg3Nq2kRug5,,,  audience because this will just
eRg3Nq2kRug5,,,  disengage them finally it 's really
eRg3Nq2kRug5,,,  important to remember that we can read
eRg3Nq2kRug5,,,  quicker than you can speak so do n't
eRg3Nq2kRug5,,,  generate slide with ream and
eRg3Nq2kRug6,1.39,1.56,  information that you just read off this
eRg3Nq2kRug6,,,  will bore your audience
eRg3Nq2kRug6,,,  one question that we get asked a lot is
eRg3Nq2kRug6,,,  about movement during a presentation
eRg3Nq2kRug6,,,  some people feel that they want to use
eRg3Nq2kRug6,,,  the space and move around while they 're
eRg3Nq2kRug7,1.59,2.15,  presenting the rule of thumb is simple
eRg3Nq2kRug7,,,  movement work but you have to earn it
eRg3Nq2kRug7,,,  there 's a big difference between moving
eRg3Nq2kRug7,,,  at the end of a thought at the end of a
eRg3Nq2kRug7,,,  paragraph and changing position which
eRg3Nq2kRug7,,,  help to signpost to the audience that
eRg3Nq2kRug8,2.17,2.37,  there 's a gear shift in what you 're
eRg3Nq2kRug8,,,  saying a movement which is just nervous
eRg3Nq2kRug8,,,  pacing this nervous pacing movement will
eRg3Nq2kRug8,,,  detract your audience away from the
eRg3Nq2kRug8,,,  clarity of your message all too often
eRg3Nq2kRug8,,,  people start a presentation and from
eRg3Nq2kRug9,2.4,2.58,  beginning to end they barely draw breath
eRg3Nq2kRug9,,,  the full stop is a crucial tool for good
eRg3Nq2kRug9,,,  presentation not only doe the full stop
eRg3Nq2kRug9,,,  allow you to take a breath but more
eRg3Nq2kRug9,,,  importantly it give your audience a
eRg3Nq2kRug9,,,  chance to catch up to absorb the
eRg3Nq2kRug10,3.01,3.15,  information that you 've just given them
eRg3Nq2kRug10,,,  remember any presentation is a journey
eRg3Nq2kRug10,,,  we need to give our audience information
eRg3Nq2kRug10,,,  and allow them to absorb it give them
eRg3Nq2kRug10,,,  the next piece of information and allow
eRg3Nq2kRug10,,,  them to absorb it that moment of
eRg3Nq2kRug11,3.17,3.36,  absorption is what happens at the full
eRg3Nq2kRug11,,,  stop so use it wisely
eRg3Nq2kRug11,,,  if you 're not passionate and interested
eRg3Nq2kRug11,,,  in what you 're talking about how can you
eRg3Nq2kRug11,,,  ever expect your audience to be so often
eRg3Nq2kRug11,,,  especially in British business we
eRg3Nq2kRug13,3.39,3.56,  believe we have to be matter of fact in
eRg3Nq2kRug13,,,  order to be credible actually research
eRg3Nq2kRug13,,,  show the opposite is true the more
eRg3Nq2kRug13,,,  passion that we are about our subject
eRg3Nq2kRug13,,,  matter the more engaged our audience
eRg3Nq2kRug13,,,  become and most importantly the more
eRg3Nq2kRug13,,,  they remember
6A3qofuTUGQ1,0,0.13,  Hi Guys
6A3qofuTUGQ1,,,  ( reading note ) My name is Lisa and today I ’ m going to be talking about the issue of teenage binge drinking .
6A3qofuTUGQ1,,,  So hey guy
6A3qofuTUGQ1,,,  ( too casual ) You guy obviously know me and I obviously know you .
6A3qofuTUGQ1,,,  Sooo today my topic is going to be about teenage binge drinking
6A3qofuTUGQ2,0.18,0.28,  Hey everyone .
6A3qofuTUGQ2,,,  ( closed arm ) Today I ’ m going to be talking about teenage binge drinking
6A3qofuTUGQ2,,,  Hey everyone .
6A3qofuTUGQ2,,,  ( speaks very quickly ) Today I ’ m going to be talking about the issue of teenage binge drinking
6A3qofuTUGQ2,,,  giggle sorry guy I kind of forgot my next sentence .
6A3qofuTUGQ2,,,  cricket chirping
6A3qofuTUGQ3,0.29,0.43,  ORAL PRESENTATIONS  The Basics
6A3qofuTUGQ3,,,  1 START OFF WITH A BANG
6A3qofuTUGQ3,,,  The first thing to remember is to PLEASE start off in an interesting way .
6A3qofuTUGQ3,,,  No more of this :
6A3qofuTUGQ3,,,  So unoriginal “ Good Afternoon everyone a you may know my name is Lisa today I ’ m
6A3qofuTUGQ3,,,  going to be talking about binge drinking ”
6A3qofuTUGQ4,0.45,1,  So cliche .
6A3qofuTUGQ4,,,  So Boring “ Hi my name is Lisa and today I ’ m going to be talking about binge drinking ”
6A3qofuTUGQ4,,,  Try to start off a little bit more like this :
6A3qofuTUGQ4,,,  a ) How would you feel if you were stuck inside a cage 24/7 left inside a dungeon where
6A3qofuTUGQ4,,,  it ’ s completely dark and there ’ s just no way of escaping ?
6A3qofuTUGQ4,,,  This is exactly what it ’ s like for caged chicken .
6A3qofuTUGQ5,1.03,1.2,  b ) Let me guess everyday before school you have a certain routine .
6A3qofuTUGQ5,,,  You wake up you brush your teeth you put your uniform on have breakfast and you ’ re
6A3qofuTUGQ5,,,  ready to go .
6A3qofuTUGQ5,,,  You catch the train and then you ’ re at school .
6A3qofuTUGQ5,,,  But what if the train is sort of crowded that you end up not being able to catch the
6A3qofuTUGQ5,,,  train in time not making it to school in time and missing out on that assessment that
6A3qofuTUGQ6,1.25,1.37,  you have first thing in the morning .
6A3qofuTUGQ6,,,  Today I ’ m going to be talking about the importance of adding more train to our public
6A3qofuTUGQ6,,,  system .
6A3qofuTUGQ6,,,  ( Originality is key )
6A3qofuTUGQ6,,,  Whether it ’ s just starting off with rhetorical question an anecdote or a scenario of some
6A3qofuTUGQ6,,,  sort please just try to get creative and get your audience ’ s attention immediately .
6A3qofuTUGQ7,1.42,1.55,  You ’ ve only got one chance to get this right .
6A3qofuTUGQ7,,,  So you might a well start it off with a BANG !
6A3qofuTUGQ7,,,  2 BODY LANGUAGE
6A3qofuTUGQ7,,,  Don ’ t cross your arm because that mean that you ’ re shut off from your audience
6A3qofuTUGQ7,,,  and that you ’ re not ready to engage with them and to welcome them into your topic .
6A3qofuTUGQ7,,,  Feel free to use your arm  not too much but try to keep yourself relaxed keep your
6A3qofuTUGQ8,2,2.17,  body relaxed so that you ’ ll move naturally .
6A3qofuTUGQ8,,,  Look interested in your topic a well it should be something that you ’ re passionate
6A3qofuTUGQ8,,,  about .. so if you look disinterested then what ’ s the point of anyone else being interested
